k,re_fixed,im_fixed
3811,-15994, -3553
3812,-15997, -3541
3813,-16000, -3528
3814,-16002, -3516
3815,-16005, -3504
3816,-16008, -3492
3817,-16010, -3479
3818,-16013, -3467
3819,-16016, -3455
3820,-16018, -3442
3821,-16021, -3430
3822,-16024, -3418
3823,-16026, -3406
3824,-16029, -3393
3825,-16031, -3381
3826,-16034, -3369
3827,-16037, -3356
3828,-16039, -3344
3829,-16042, -3332
3830,-16044, -3320
3831,-16047, -3307
3832,-16049, -3295
3833,-16052, -3283
3834,-16054, -3270
3835,-16057, -3258
3836,-16059, -3246
3837,-16062, -3233
3838,-16064, -3221
3839,-16067, -3209
3840,-16069, -3196
3841,-16072, -3184
3842,-16074, -3172
3843,-16076, -3159
3844,-16079, -3147
3845,-16081, -3135
3846,-16084, -3122
3847,-16086, -3110
3848,-16088, -3098
3849,-16091, -3085
3850,-16093, -3073
3851,-16096, -3061
3852,-16098, -3048
3853,-16100, -3036
3854,-16103, -3024
3855,-16105, -3011
3856,-16107, -2999
3857,-16109, -2987
3858,-16112, -2974
3859,-16114, -2962
3860,-16116, -2949
3861,-16119, -2937
3862,-16121, -2925
3863,-16123, -2912
3864,-16125, -2900
3865,-16128, -2888
3866,-16130, -2875
3867,-16132, -2863
3868,-16134, -2851
3869,-16136, -2838
3870,-16138, -2826
3871,-16141, -2813
3872,-16143, -2801
3873,-16145, -2789
3874,-16147, -2776
3875,-16149, -2764
3876,-16151, -2752
3877,-16153, -2739
3878,-16156, -2727
3879,-16158, -2714
3880,-16160, -2702
3881,-16162, -2690
3882,-16164, -2677
3883,-16166, -2665
3884,-16168, -2652
3885,-16170, -2640
3886,-16172, -2628
3887,-16174, -2615
3888,-16176, -2603
3889,-16178, -2590
3890,-16180, -2578
3891,-16182, -2566
3892,-16184, -2553
3893,-16186, -2541
3894,-16188, -2528
3895,-16190, -2516
3896,-16192, -2503
3897,-16194, -2491
3898,-16195, -2479
3899,-16197, -2466
3900,-16199, -2454
3901,-16201, -2441
3902,-16203, -2429
3903,-16205, -2416
3904,-16207, -2404
3905,-16209, -2392
3906,-16210, -2379
3907,-16212, -2367
3908,-16214, -2354
3909,-16216, -2342
3910,-16218, -2329
3911,-16219, -2317
3912,-16221, -2305
3913,-16223, -2292
3914,-16225, -2280
3915,-16226, -2267
3916,-16228, -2255
3917,-16230, -2242
3918,-16232, -2230
3919,-16233, -2217
3920,-16235, -2205
3921,-16237, -2193
3922,-16238, -2180
3923,-16240, -2168
3924,-16242, -2155
3925,-16243, -2143
3926,-16245, -2130
3927,-16247, -2118
3928,-16248, -2105
3929,-16250, -2093
3930,-16251, -2080
3931,-16253, -2068
3932,-16255, -2055
3933,-16256, -2043
3934,-16258, -2031
3935,-16259, -2018
3936,-16261, -2006
3937,-16262, -1993
3938,-16264, -1981
3939,-16265, -1968
3940,-16267, -1956
3941,-16268, -1943
3942,-16270, -1931
3943,-16271, -1918
3944,-16273, -1906
3945,-16274, -1893
3946,-16276, -1881
3947,-16277, -1868
3948,-16279, -1856
3949,-16280, -1843
3950,-16281, -1831
3951,-16283, -1818
3952,-16284, -1806
3953,-16286, -1793
3954,-16287, -1781
3955,-16288, -1768
3956,-16290, -1756
3957,-16291, -1743
3958,-16292, -1731
3959,-16294, -1718
3960,-16295, -1706
3961,-16296, -1693
3962,-16298, -1681
3963,-16299, -1668
3964,-16300, -1656
3965,-16301, -1643
3966,-16303, -1631
3967,-16304, -1618
3968,-16305, -1606
3969,-16306, -1593
3970,-16308, -1581
3971,-16309, -1568
3972,-16310, -1556
3973,-16311, -1543
3974,-16312, -1531
3975,-16313, -1518
3976,-16315, -1506
3977,-16316, -1493
3978,-16317, -1481
3979,-16318, -1468
3980,-16319, -1456
3981,-16320, -1443
3982,-16321, -1431
3983,-16323, -1418
3984,-16324, -1406
3985,-16325, -1393
3986,-16326, -1381
3987,-16327, -1368
3988,-16328, -1356
3989,-16329, -1343
3990,-16330, -1331
3991,-16331, -1318
3992,-16332, -1306
3993,-16333, -1293
3994,-16334, -1280
3995,-16335, -1268
3996,-16336, -1255
3997,-16337, -1243
3998,-16338, -1230
3999,-16339, -1218
4000,-16340, -1205
4001,-16341, -1193
4002,-16341, -1180
4003,-16342, -1168
4004,-16343, -1155
4005,-16344, -1143
4006,-16345, -1130
4007,-16346, -1118
4008,-16347, -1105
4009,-16348, -1092
4010,-16348, -1080
4011,-16349, -1067
4012,-16350, -1055
4013,-16351, -1042
4014,-16352, -1030
4015,-16352, -1017
4016,-16353, -1005
4017,-16354,  -992
4018,-16355,  -980
4019,-16355,  -967
4020,-16356,  -955
4021,-16357,  -942
4022,-16358,  -929
4023,-16358,  -917
4024,-16359,  -904
4025,-16360,  -892
4026,-16360,  -879
4027,-16361,  -867
4028,-16362,  -854
4029,-16362,  -842
4030,-16363,  -829
4031,-16364,  -816
4032,-16364,  -804
4033,-16365,  -791
4034,-16365,  -779
4035,-16366,  -766
4036,-16367,  -754
4037,-16367,  -741
4038,-16368,  -729
4039,-16368,  -716
4040,-16369,  -704
4041,-16369,  -691
4042,-16370,  -678
4043,-16370,  -666
4044,-16371,  -653
4045,-16371,  -641
4046,-16372,  -628
4047,-16372,  -616
4048,-16373,  -603
4049,-16373,  -590
4050,-16374,  -578
4051,-16374,  -565
4052,-16375,  -553
4053,-16375,  -540
4054,-16375,  -528
4055,-16376,  -515
4056,-16376,  -503
4057,-16377,  -490
4058,-16377,  -477
4059,-16377,  -465
4060,-16378,  -452
4061,-16378,  -440
4062,-16378,  -427
4063,-16379,  -415
4064,-16379,  -402
4065,-16379,  -390
4066,-16380,  -377
4067,-16380,  -364
4068,-16380,  -352
4069,-16380,  -339
4070,-16381,  -327
4071,-16381,  -314
4072,-16381,  -302
4073,-16381,  -289
4074,-16382,  -276
4075,-16382,  -264
4076,-16382,  -251
4077,-16382,  -239
4078,-16382,  -226
4079,-16383,  -214
4080,-16383,  -201
4081,-16383,  -188
4082,-16383,  -176
4083,-16383,  -163
4084,-16383,  -151
4085,-16383,  -138
4086,-16384,  -126
4087,-16384,  -113
4088,-16384,  -101
4089,-16384,   -88
4090,-16384,   -75
4091,-16384,   -63
4092,-16384,   -50
4093,-16384,   -38
4094,-16384,   -25
4095,-16384,   -13
4096,-16384,     0
4097,-16384,    13
4098,-16384,    25
4099,-16384,    38
4100,-16384,    50
4101,-16384,    63
4102,-16384,    75
4103,-16384,    88
4104,-16384,   101
4105,-16384,   113
4106,-16384,   126
4107,-16383,   138
4108,-16383,   151
4109,-16383,   163
4110,-16383,   176
4111,-16383,   188
4112,-16383,   201
4113,-16383,   214
4114,-16382,   226
4115,-16382,   239
4116,-16382,   251
4117,-16382,   264
4118,-16382,   276
4119,-16381,   289
4120,-16381,   302
4121,-16381,   314
4122,-16381,   327
4123,-16380,   339
4124,-16380,   352
4125,-16380,   364
4126,-16380,   377
4127,-16379,   390
4128,-16379,   402
4129,-16379,   415
4130,-16378,   427
4131,-16378,   440
4132,-16378,   452
4133,-16377,   465
4134,-16377,   477
4135,-16377,   490
4136,-16376,   503
4137,-16376,   515
4138,-16375,   528
4139,-16375,   540
4140,-16375,   553
4141,-16374,   565
4142,-16374,   578
4143,-16373,   590
4144,-16373,   603
4145,-16372,   616
4146,-16372,   628
4147,-16371,   641
4148,-16371,   653
4149,-16370,   666
4150,-16370,   678
4151,-16369,   691
4152,-16369,   704
4153,-16368,   716
4154,-16368,   729
4155,-16367,   741
4156,-16367,   754
4157,-16366,   766
4158,-16365,   779
4159,-16365,   791
4160,-16364,   804
4161,-16364,   816
4162,-16363,   829
4163,-16362,   842
4164,-16362,   854
4165,-16361,   867
4166,-16360,   879
4167,-16360,   892
4168,-16359,   904
4169,-16358,   917
4170,-16358,   929
4171,-16357,   942
4172,-16356,   955
4173,-16355,   967
4174,-16355,   980
4175,-16354,   992
4176,-16353,  1005
4177,-16352,  1017
4178,-16352,  1030
4179,-16351,  1042
4180,-16350,  1055
4181,-16349,  1067
4182,-16348,  1080
4183,-16348,  1092
4184,-16347,  1105
4185,-16346,  1118
4186,-16345,  1130
4187,-16344,  1143
4188,-16343,  1155
4189,-16342,  1168
4190,-16341,  1180
4191,-16341,  1193
4192,-16340,  1205
4193,-16339,  1218
4194,-16338,  1230
4195,-16337,  1243
4196,-16336,  1255
4197,-16335,  1268
4198,-16334,  1280
4199,-16333,  1293
4200,-16332,  1306
4201,-16331,  1318
4202,-16330,  1331
4203,-16329,  1343
4204,-16328,  1356
4205,-16327,  1368
4206,-16326,  1381
4207,-16325,  1393
4208,-16324,  1406
4209,-16323,  1418
4210,-16321,  1431
4211,-16320,  1443
4212,-16319,  1456
4213,-16318,  1468
4214,-16317,  1481
4215,-16316,  1493
4216,-16315,  1506
4217,-16313,  1518
4218,-16312,  1531
4219,-16311,  1543
4220,-16310,  1556
4221,-16309,  1568
4222,-16308,  1581
4223,-16306,  1593
4224,-16305,  1606
4225,-16304,  1618
4226,-16303,  1631
4227,-16301,  1643
4228,-16300,  1656
4229,-16299,  1668
4230,-16298,  1681
4231,-16296,  1693
4232,-16295,  1706
4233,-16294,  1718
4234,-16292,  1731
4235,-16291,  1743
4236,-16290,  1756
4237,-16288,  1768
4238,-16287,  1781
4239,-16286,  1793
4240,-16284,  1806
4241,-16283,  1818
4242,-16281,  1831
4243,-16280,  1843
4244,-16279,  1856
4245,-16277,  1868
4246,-16276,  1881
4247,-16274,  1893
4248,-16273,  1906
4249,-16271,  1918
4250,-16270,  1931
4251,-16268,  1943
4252,-16267,  1956
4253,-16265,  1968
4254,-16264,  1981
4255,-16262,  1993
4256,-16261,  2006
4257,-16259,  2018
4258,-16258,  2031
4259,-16256,  2043
4260,-16255,  2055
4261,-16253,  2068
4262,-16251,  2080
4263,-16250,  2093
4264,-16248,  2105
4265,-16247,  2118
4266,-16245,  2130
4267,-16243,  2143
4268,-16242,  2155
4269,-16240,  2168
4270,-16238,  2180
4271,-16237,  2193
4272,-16235,  2205
4273,-16233,  2217
4274,-16232,  2230
4275,-16230,  2242
4276,-16228,  2255
4277,-16226,  2267
4278,-16225,  2280
4279,-16223,  2292
4280,-16221,  2305
4281,-16219,  2317
4282,-16218,  2329
4283,-16216,  2342
4284,-16214,  2354
4285,-16212,  2367
4286,-16210,  2379
4287,-16209,  2392
4288,-16207,  2404
4289,-16205,  2416
4290,-16203,  2429
4291,-16201,  2441
4292,-16199,  2454
4293,-16197,  2466
4294,-16195,  2479
4295,-16194,  2491
4296,-16192,  2503
4297,-16190,  2516
4298,-16188,  2528
4299,-16186,  2541
4300,-16184,  2553
4301,-16182,  2566
4302,-16180,  2578
4303,-16178,  2590
4304,-16176,  2603
4305,-16174,  2615
4306,-16172,  2628
4307,-16170,  2640
4308,-16168,  2652
4309,-16166,  2665
4310,-16164,  2677
4311,-16162,  2690
4312,-16160,  2702
4313,-16158,  2714
4314,-16156,  2727
4315,-16153,  2739
4316,-16151,  2752
4317,-16149,  2764
4318,-16147,  2776
4319,-16145,  2789
4320,-16143,  2801
4321,-16141,  2813
4322,-16138,  2826
4323,-16136,  2838
4324,-16134,  2851
4325,-16132,  2863
4326,-16130,  2875
4327,-16128,  2888
4328,-16125,  2900
4329,-16123,  2912
4330,-16121,  2925
4331,-16119,  2937
4332,-16116,  2949
4333,-16114,  2962
4334,-16112,  2974
4335,-16109,  2987
4336,-16107,  2999
4337,-16105,  3011
4338,-16103,  3024
4339,-16100,  3036
4340,-16098,  3048
4341,-16096,  3061
4342,-16093,  3073
4343,-16091,  3085
4344,-16088,  3098
4345,-16086,  3110
4346,-16084,  3122
4347,-16081,  3135
4348,-16079,  3147
4349,-16076,  3159
4350,-16074,  3172
4351,-16072,  3184
4352,-16069,  3196
4353,-16067,  3209
4354,-16064,  3221
4355,-16062,  3233
4356,-16059,  3246
4357,-16057,  3258
4358,-16054,  3270
4359,-16052,  3283
4360,-16049,  3295
4361,-16047,  3307
4362,-16044,  3320
4363,-16042,  3332
4364,-16039,  3344
4365,-16037,  3356
4366,-16034,  3369
4367,-16031,  3381
4368,-16029,  3393
4369,-16026,  3406
4370,-16024,  3418
4371,-16021,  3430
4372,-16018,  3442
4373,-16016,  3455
4374,-16013,  3467
4375,-16010,  3479
4376,-16008,  3492
4377,-16005,  3504
4378,-16002,  3516
4379,-16000,  3528
4380,-15997,  3541
4381,-15994,  3553
4382,-15991,  3565
4383,-15989,  3577
4384,-15986,  3590
4385,-15983,  3602
4386,-15980,  3614
4387,-15978,  3627
4388,-15975,  3639
4389,-15972,  3651
4390,-15969,  3663
4391,-15966,  3676
4392,-15964,  3688
4393,-15961,  3700
4394,-15958,  3712
4395,-15955,  3724
4396,-15952,  3737
4397,-15949,  3749
4398,-15946,  3761
4399,-15944,  3773
4400,-15941,  3786
4401,-15938,  3798
4402,-15935,  3810
4403,-15932,  3822
4404,-15929,  3835
4405,-15926,  3847
4406,-15923,  3859
4407,-15920,  3871
4408,-15917,  3883
4409,-15914,  3896
4410,-15911,  3908
4411,-15908,  3920
4412,-15905,  3932
4413,-15902,  3944
4414,-15899,  3957
4415,-15896,  3969
4416,-15893,  3981
4417,-15890,  3993
4418,-15887,  4005
4419,-15884,  4018
4420,-15881,  4030
4421,-15878,  4042
4422,-15875,  4054
4423,-15871,  4066
4424,-15868,  4078
4425,-15865,  4091
4426,-15862,  4103
4427,-15859,  4115
4428,-15856,  4127
4429,-15853,  4139
4430,-15849,  4151
4431,-15846,  4164
4432,-15843,  4176
4433,-15840,  4188
4434,-15837,  4200
4435,-15833,  4212
4436,-15830,  4224
4437,-15827,  4236
4438,-15824,  4249
4439,-15820,  4261
4440,-15817,  4273
4441,-15814,  4285
4442,-15810,  4297
4443,-15807,  4309
4444,-15804,  4321
4445,-15801,  4333
4446,-15797,  4346
4447,-15794,  4358
4448,-15791,  4370
4449,-15787,  4382
4450,-15784,  4394
4451,-15780,  4406
4452,-15777,  4418
4453,-15774,  4430
4454,-15770,  4442
4455,-15767,  4455
4456,-15763,  4467
4457,-15760,  4479
4458,-15757,  4491
4459,-15753,  4503
4460,-15750,  4515
4461,-15746,  4527
4462,-15743,  4539
4463,-15739,  4551
4464,-15736,  4563
4465,-15732,  4575
4466,-15729,  4587
4467,-15725,  4599
4468,-15722,  4612
4469,-15718,  4624
4470,-15715,  4636
4471,-15711,  4648
4472,-15707,  4660
4473,-15704,  4672
4474,-15700,  4684
4475,-15697,  4696
4476,-15693,  4708
4477,-15689,  4720
4478,-15686,  4732
4479,-15682,  4744
4480,-15679,  4756
4481,-15675,  4768
4482,-15671,  4780
4483,-15668,  4792
4484,-15664,  4804
4485,-15660,  4816
4486,-15656,  4828
4487,-15653,  4840
4488,-15649,  4852
4489,-15645,  4864
4490,-15642,  4876
4491,-15638,  4888
4492,-15634,  4900
4493,-15630,  4912
4494,-15627,  4924
4495,-15623,  4936
4496,-15619,  4948
4497,-15615,  4960
4498,-15611,  4972
4499,-15608,  4984
4500,-15604,  4996
4501,-15600,  5008
4502,-15596,  5020
4503,-15592,  5032
4504,-15588,  5044
4505,-15584,  5056
4506,-15581,  5068
4507,-15577,  5080
4508,-15573,  5092
4509,-15569,  5104
4510,-15565,  5115
4511,-15561,  5127
4512,-15557,  5139
4513,-15553,  5151
4514,-15549,  5163
4515,-15545,  5175
4516,-15541,  5187
4517,-15537,  5199
4518,-15533,  5211
4519,-15529,  5223
4520,-15525,  5235
4521,-15521,  5247
4522,-15517,  5259
4523,-15513,  5270
4524,-15509,  5282
4525,-15505,  5294
4526,-15501,  5306
4527,-15497,  5318
4528,-15493,  5330
4529,-15489,  5342
4530,-15485,  5354
4531,-15481,  5366
4532,-15476,  5377
4533,-15472,  5389
4534,-15468,  5401
4535,-15464,  5413
4536,-15460,  5425
4537,-15456,  5437
4538,-15451,  5449
4539,-15447,  5460
4540,-15443,  5472
4541,-15439,  5484
4542,-15435,  5496
4543,-15430,  5508
4544,-15426,  5520
4545,-15422,  5531
4546,-15418,  5543
4547,-15414,  5555
4548,-15409,  5567
4549,-15405,  5579
4550,-15401,  5591
4551,-15396,  5602
4552,-15392,  5614
4553,-15388,  5626
4554,-15383,  5638
4555,-15379,  5650
4556,-15375,  5661
4557,-15370,  5673
4558,-15366,  5685
4559,-15362,  5697
4560,-15357,  5708
4561,-15353,  5720
4562,-15349,  5732
4563,-15344,  5744
4564,-15340,  5756
4565,-15335,  5767
4566,-15331,  5779
4567,-15326,  5791
4568,-15322,  5803
4569,-15318,  5814
4570,-15313,  5826
4571,-15309,  5838
4572,-15304,  5850
4573,-15300,  5861
4574,-15295,  5873
4575,-15291,  5885
4576,-15286,  5897
4577,-15282,  5908
4578,-15277,  5920
4579,-15273,  5932
4580,-15268,  5943
4581,-15263,  5955
4582,-15259,  5967
4583,-15254,  5979
4584,-15250,  5990
4585,-15245,  6002
4586,-15240,  6014
4587,-15236,  6025
4588,-15231,  6037
4589,-15227,  6049
4590,-15222,  6060
4591,-15217,  6072
4592,-15213,  6084
4593,-15208,  6095
4594,-15203,  6107
4595,-15199,  6119
4596,-15194,  6130
4597,-15189,  6142
4598,-15184,  6154
4599,-15180,  6165
4600,-15175,  6177
4601,-15170,  6189
4602,-15166,  6200
4603,-15161,  6212
4604,-15156,  6223
4605,-15151,  6235
4606,-15146,  6247
4607,-15142,  6258
4608,-15137,  6270
4609,-15132,  6281
4610,-15127,  6293
4611,-15122,  6305
4612,-15118,  6316
4613,-15113,  6328
4614,-15108,  6339
4615,-15103,  6351
4616,-15098,  6363
4617,-15093,  6374
4618,-15088,  6386
4619,-15083,  6397
4620,-15078,  6409
4621,-15074,  6420
4622,-15069,  6432
4623,-15064,  6444
4624,-15059,  6455
4625,-15054,  6467
4626,-15049,  6478
4627,-15044,  6490
4628,-15039,  6501
4629,-15034,  6513
4630,-15029,  6524
4631,-15024,  6536
4632,-15019,  6547
4633,-15014,  6559
4634,-15009,  6570
4635,-15004,  6582
4636,-14999,  6593
4637,-14994,  6605
4638,-14989,  6616
4639,-14984,  6628
4640,-14978,  6639
4641,-14973,  6651
4642,-14968,  6662
4643,-14963,  6674
4644,-14958,  6685
4645,-14953,  6697
4646,-14948,  6708
4647,-14943,  6720
4648,-14937,  6731
4649,-14932,  6743
4650,-14927,  6754
4651,-14922,  6766
4652,-14917,  6777
4653,-14911,  6788
4654,-14906,  6800
4655,-14901,  6811
4656,-14896,  6823
4657,-14891,  6834
4658,-14885,  6846
4659,-14880,  6857
4660,-14875,  6868
4661,-14870,  6880
4662,-14864,  6891
4663,-14859,  6903
4664,-14854,  6914
4665,-14848,  6925
4666,-14843,  6937
4667,-14838,  6948
4668,-14832,  6960
4669,-14827,  6971
4670,-14822,  6982
4671,-14816,  6994
4672,-14811,  7005
4673,-14806,  7016
4674,-14800,  7028
4675,-14795,  7039
4676,-14789,  7050
4677,-14784,  7062
4678,-14779,  7073
4679,-14773,  7084
4680,-14768,  7096
4681,-14762,  7107
4682,-14757,  7118
4683,-14751,  7130
4684,-14746,  7141
4685,-14740,  7152
4686,-14735,  7164
4687,-14729,  7175
4688,-14724,  7186
4689,-14718,  7198
4690,-14713,  7209
4691,-14707,  7220
4692,-14702,  7231
4693,-14696,  7243
4694,-14691,  7254
4695,-14685,  7265
4696,-14680,  7276
4697,-14674,  7288
4698,-14668,  7299
4699,-14663,  7310
4700,-14657,  7321
4701,-14651,  7333
4702,-14646,  7344
4703,-14640,  7355
4704,-14635,  7366
4705,-14629,  7378
4706,-14623,  7389
4707,-14618,  7400
4708,-14612,  7411
4709,-14606,  7423
4710,-14601,  7434
4711,-14595,  7445
4712,-14589,  7456
4713,-14583,  7467
4714,-14578,  7478
4715,-14572,  7490
4716,-14566,  7501
4717,-14560,  7512
4718,-14555,  7523
4719,-14549,  7534
4720,-14543,  7545
4721,-14537,  7557
4722,-14531,  7568
4723,-14526,  7579
4724,-14520,  7590
4725,-14514,  7601
4726,-14508,  7612
4727,-14502,  7623
4728,-14497,  7635
4729,-14491,  7646
4730,-14485,  7657
4731,-14479,  7668
4732,-14473,  7679
4733,-14467,  7690
4734,-14461,  7701
4735,-14455,  7712
4736,-14449,  7723
4737,-14443,  7734
4738,-14438,  7746
4739,-14432,  7757
4740,-14426,  7768
4741,-14420,  7779
4742,-14414,  7790
4743,-14408,  7801
4744,-14402,  7812
4745,-14396,  7823
4746,-14390,  7834
4747,-14384,  7845
4748,-14378,  7856
4749,-14372,  7867
4750,-14366,  7878
4751,-14360,  7889
4752,-14354,  7900
4753,-14347,  7911
4754,-14341,  7922
4755,-14335,  7933
4756,-14329,  7944
4757,-14323,  7955
4758,-14317,  7966
4759,-14311,  7977
4760,-14305,  7988
4761,-14299,  7999
4762,-14293,  8010
4763,-14286,  8021
4764,-14280,  8032
4765,-14274,  8043
4766,-14268,  8054
4767,-14262,  8065
4768,-14256,  8076
4769,-14249,  8087
4770,-14243,  8098
4771,-14237,  8108
4772,-14231,  8119
4773,-14224,  8130
4774,-14218,  8141
4775,-14212,  8152
4776,-14206,  8163
4777,-14199,  8174
4778,-14193,  8185
4779,-14187,  8196
4780,-14181,  8207
4781,-14174,  8217
4782,-14168,  8228
4783,-14162,  8239
4784,-14155,  8250
4785,-14149,  8261
4786,-14143,  8272
4787,-14136,  8283
4788,-14130,  8293
4789,-14124,  8304
4790,-14117,  8315
4791,-14111,  8326
4792,-14104,  8337
4793,-14098,  8347
4794,-14092,  8358
4795,-14085,  8369
4796,-14079,  8380
4797,-14072,  8391
4798,-14066,  8401
4799,-14059,  8412
4800,-14053,  8423
4801,-14047,  8434
4802,-14040,  8445
4803,-14034,  8455
4804,-14027,  8466
4805,-14021,  8477
4806,-14014,  8488
4807,-14008,  8498
4808,-14001,  8509
4809,-13995,  8520
4810,-13988,  8531
4811,-13981,  8541
4812,-13975,  8552
4813,-13968,  8563
4814,-13962,  8573
4815,-13955,  8584
4816,-13949,  8595
4817,-13942,  8606
4818,-13935,  8616
4819,-13929,  8627
4820,-13922,  8638
4821,-13916,  8648
4822,-13909,  8659
4823,-13902,  8670
4824,-13896,  8680
4825,-13889,  8691
4826,-13882,  8702
4827,-13876,  8712
4828,-13869,  8723
4829,-13862,  8734
4830,-13856,  8744
4831,-13849,  8755
4832,-13842,  8765
4833,-13835,  8776
4834,-13829,  8787
4835,-13822,  8797
4836,-13815,  8808
4837,-13808,  8818
4838,-13802,  8829
4839,-13795,  8840
4840,-13788,  8850
4841,-13781,  8861
4842,-13774,  8871
4843,-13768,  8882
4844,-13761,  8892
4845,-13754,  8903
4846,-13747,  8914
4847,-13740,  8924
4848,-13733,  8935
4849,-13727,  8945
4850,-13720,  8956
4851,-13713,  8966
4852,-13706,  8977
4853,-13699,  8987
4854,-13692,  8998
4855,-13685,  9008
4856,-13678,  9019
4857,-13671,  9029
4858,-13665,  9040
4859,-13658,  9050
4860,-13651,  9061
4861,-13644,  9071
4862,-13637,  9082
4863,-13630,  9092
4864,-13623,  9102
4865,-13616,  9113
4866,-13609,  9123
4867,-13602,  9134
4868,-13595,  9144
4869,-13588,  9155
4870,-13581,  9165
4871,-13574,  9175
4872,-13567,  9186
4873,-13560,  9196
4874,-13553,  9207
4875,-13546,  9217
4876,-13538,  9227
4877,-13531,  9238
4878,-13524,  9248
4879,-13517,  9259
4880,-13510,  9269
4881,-13503,  9279
4882,-13496,  9290
4883,-13489,  9300
4884,-13482,  9310
4885,-13474,  9321
4886,-13467,  9331
4887,-13460,  9341
4888,-13453,  9352
4889,-13446,  9362
4890,-13439,  9372
4891,-13431,  9383
4892,-13424,  9393
4893,-13417,  9403
4894,-13410,  9413
4895,-13403,  9424
4896,-13395,  9434
4897,-13388,  9444
4898,-13381,  9455
4899,-13374,  9465
4900,-13366,  9475
4901,-13359,  9485
4902,-13352,  9496
4903,-13344,  9506
4904,-13337,  9516
4905,-13330,  9526
4906,-13323,  9537
4907,-13315,  9547
4908,-13308,  9557
4909,-13301,  9567
4910,-13293,  9577
4911,-13286,  9588
4912,-13279,  9598
4913,-13271,  9608
4914,-13264,  9618
4915,-13256,  9628
4916,-13249,  9638
4917,-13242,  9649
4918,-13234,  9659
4919,-13227,  9669
4920,-13219,  9679
4921,-13212,  9689
4922,-13205,  9699
4923,-13197,  9709
4924,-13190,  9720
4925,-13182,  9730
4926,-13175,  9740
4927,-13167,  9750
4928,-13160,  9760
4929,-13152,  9770
4930,-13145,  9780
4931,-13137,  9790
4932,-13130,  9800
4933,-13122,  9810
4934,-13115,  9820
4935,-13107,  9830
4936,-13100,  9841
4937,-13092,  9851
4938,-13085,  9861
4939,-13077,  9871
4940,-13069,  9881
4941,-13062,  9891
4942,-13054,  9901
4943,-13047,  9911
4944,-13039,  9921
4945,-13031,  9931
4946,-13024,  9941
4947,-13016,  9951
4948,-13008,  9961
4949,-13001,  9971
4950,-12993,  9981
4951,-12986,  9991
4952,-12978, 10001
4953,-12970, 10010
4954,-12963, 10020
4955,-12955, 10030
4956,-12947, 10040
4957,-12939, 10050
4958,-12932, 10060
4959,-12924, 10070
4960,-12916, 10080
4961,-12909, 10090
4962,-12901, 10100
4963,-12893, 10110
4964,-12885, 10120
4965,-12878, 10129
4966,-12870, 10139
4967,-12862, 10149
4968,-12854, 10159
4969,-12846, 10169
4970,-12839, 10179
4971,-12831, 10189
4972,-12823, 10198
4973,-12815, 10208
4974,-12807, 10218
4975,-12799, 10228
4976,-12792, 10238
4977,-12784, 10248
4978,-12776, 10257
4979,-12768, 10267
4980,-12760, 10277
4981,-12752, 10287
4982,-12744, 10296
4983,-12736, 10306
4984,-12729, 10316
4985,-12721, 10326
4986,-12713, 10336
4987,-12705, 10345
4988,-12697, 10355
4989,-12689, 10365
4990,-12681, 10374
4991,-12673, 10384
4992,-12665, 10394
4993,-12657, 10404
4994,-12649, 10413
4995,-12641, 10423
4996,-12633, 10433
4997,-12625, 10442
4998,-12617, 10452
4999,-12609, 10462
5000,-12601, 10471
5001,-12593, 10481
5002,-12585, 10491
5003,-12577, 10500
5004,-12569, 10510
5005,-12561, 10520
5006,-12553, 10529
5007,-12545, 10539
5008,-12537, 10549
5009,-12528, 10558
5010,-12520, 10568
5011,-12512, 10577
5012,-12504, 10587
5013,-12496, 10597
5014,-12488, 10606
5015,-12480, 10616
5016,-12472, 10625
5017,-12463, 10635
5018,-12455, 10644
5019,-12447, 10654
5020,-12439, 10663
5021,-12431, 10673
5022,-12423, 10683
5023,-12414, 10692
5024,-12406, 10702
5025,-12398, 10711
5026,-12390, 10721
5027,-12381, 10730
5028,-12373, 10740
5029,-12365, 10749
5030,-12357, 10759
5031,-12348, 10768
5032,-12340, 10778
5033,-12332, 10787
5034,-12324, 10796
5035,-12315, 10806
5036,-12307, 10815
5037,-12299, 10825
5038,-12290, 10834
5039,-12282, 10844
5040,-12274, 10853
5041,-12266, 10862
5042,-12257, 10872
5043,-12249, 10881
5044,-12240, 10891
5045,-12232, 10900
5046,-12224, 10909
5047,-12215, 10919
5048,-12207, 10928
5049,-12199, 10937
5050,-12190, 10947
5051,-12182, 10956
5052,-12173, 10966
5053,-12165, 10975
5054,-12157, 10984
5055,-12148, 10994
5056,-12140, 11003
5057,-12131, 11012
5058,-12123, 11021
5059,-12114, 11031
5060,-12106, 11040
5061,-12097, 11049
5062,-12089, 11059
5063,-12080, 11068
5064,-12072, 11077
5065,-12064, 11086
5066,-12055, 11096
5067,-12046, 11105
5068,-12038, 11114
5069,-12029, 11123
5070,-12021, 11133
5071,-12012, 11142
5072,-12004, 11151
5073,-11995, 11160
5074,-11987, 11169
5075,-11978, 11179
5076,-11970, 11188
5077,-11961, 11197
5078,-11952, 11206
5079,-11944, 11215
5080,-11935, 11224
5081,-11927, 11234
5082,-11918, 11243
5083,-11909, 11252
5084,-11901, 11261
5085,-11892, 11270
5086,-11883, 11279
5087,-11875, 11288
5088,-11866, 11297
